question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,clarity_precision,difficulty_assessment,grammatical_parallel,homogeneity,length_check,passage_reference,plausibility,single_correct_answer,specificity_balance,standard_alignment,too_close
quiz_302129_sibling_4,article_101016,19deb8bc20f9,Amphibians,How does understanding the meaning of 'cold-blooded' help...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302130,article_101016,a13c053a98c5,Amphibians,Section 3 is mainly about,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302130_sibling_1,article_101016,7970b025ef21,Amphibians,What is the main focus of Section 2?,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302130_sibling_2,article_101016,1dfa629091ad,Amphibians,Section 4 mainly explains,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302130_sibling_3,article_101016,37d944da5184,Amphibians,Which section would best help a student learn about the b...,82%,✅,9/11,"passage_reference, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅
quiz_302130_sibling_4,article_101016,948f6a8e8f90,Amphibians,A reader looking for information about what amphibians ea...,73%,❌,8/11,"difficulty_assessment, passage_reference, single_correct_answer",20260112_125710,✅,❌,✅,✅,✅,❌,✅,❌,✅,✅,✅
quiz_302131,article_101016,f3dda01121ff,Amphibians,Section 1 gives readers information about,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302131_sibling_1,article_101016,7f872c408de2,Amphibians,To understand the complete life cycle sequence of amphibi...,91%,✅,10/11,passage_reference,20260112_125710,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302131_sibling_2,article_101016,245f2d946bbf,Amphibians,If a student wanted to find out why amphibians are unique...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302135,article_101017,e50306b40d68,Reptiles,The author of this passage would most likely agree that,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302135_sibling_1,article_101017,f42455ad9e5f,Reptiles,"Based on the passage, what would the author think about p...",91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302135_sibling_2,article_101017,07a1df3dadd6,Reptiles,What opinion does the author express about the water mocc...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302135_sibling_3,article_101017,6e0037790108,Reptiles,The author would most likely say that copperheads are,64%,❌,7/11,"difficulty_assessment, length_check, plausibility, standard_alignment",20260112_125710,✅,❌,✅,✅,❌,✅,❌,✅,✅,❌,✅
quiz_302135_sibling_4,article_101017,e83770d33787,Reptiles,"According to the passage, which statement best shows the...",73%,❌,8/11,"difficulty_assessment, grammatical_parallel, length_check",20260112_125710,✅,❌,❌,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302136,article_101017,7d8d549d0c18,Reptiles,Which fact about snakes is explained by the bolded words...,64%,❌,7/11,"clarity_precision, passage_reference, single_correct_answer, standard_alignment",20260112_125710,❌,✅,✅,✅,✅,❌,✅,❌,✅,❌,✅
quiz_302136_sibling_1,article_101017,0e766ce1a509,Reptiles,The bolded words in the passage help explain which reptil...,55%,❌,6/11,"clarity_precision, length_check, passage_reference, single_correct_answer, standard_alignment",20260112_125710,❌,✅,✅,✅,❌,❌,✅,❌,✅,❌,✅
quiz_302136_sibling_2,article_101017,37c1e7317988,Reptiles,Which fact is explained by the bolded words about crocodi...,55%,❌,6/11,"clarity_precision, grammatical_parallel, length_check, passage_reference, standard_alignment",20260112_125710,❌,✅,❌,✅,❌,❌,✅,✅,✅,❌,✅
quiz_302136_sibling_3,article_101017,df7978ec32a3,Reptiles,The bolded words in paragraph 1 help readers understand w...,64%,❌,7/11,"clarity_precision, passage_reference, single_correct_answer, standard_alignment",20260112_125710,❌,✅,✅,✅,✅,❌,✅,❌,✅,❌,✅
quiz_302136_sibling_4,article_101017,03983f579ef2,Reptiles,"Based on the bolded words in paragraph 2, what can reader...",55%,❌,6/11,"clarity_precision, length_check, passage_reference, plausibility, standard_alignment",20260112_125710,❌,✅,✅,✅,❌,❌,❌,✅,✅,❌,✅
quiz_302137,article_101017,3759ed6a3b6b,Reptiles,What is probably the reason that the author wrote the pas...,82%,✅,9/11,"length_check, specificity_balance",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅,✅
quiz_302137_sibling_1,article_101017,a35981e030bf,Reptiles,What is the most likely reason the author included inform...,91%,✅,10/11,single_correct_answer,20260112_125710,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅
quiz_302137_sibling_2,article_101017,9965ae057081,Reptiles,The author most likely wrote about dangerous snakes in pa...,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302137_sibling_3,article_101017,29bd415f0297,Reptiles,The author probably included the fact about third graders...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302137_sibling_4,article_101017,b82217ec8b13,Reptiles,Why did the author most likely include details about wher...,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302138,article_101017,2675ec7b5998,Reptiles,Which event happens after a snake grows too big for its o...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302138_sibling_1,article_101017,0416ce995066,Reptiles,What event happens before a snake sheds its skin in one b...,64%,❌,7/11,"homogeneity, length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,❌,✅,❌,✅,✅,❌,✅
quiz_302138_sibling_2,article_101017,6f3a34c2e557,Reptiles,"According to the passage, what happens after a black mamb...",64%,❌,7/11,"homogeneity, length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,❌,✅,❌,✅,✅,❌,✅
quiz_302138_sibling_3,article_101017,56541d9817d9,Reptiles,Which event takes place after reptile eggs are laid?,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302138_sibling_4,article_101017,3047321dac6e,Reptiles,"Based on the passage, what must happen before a crocodile...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302143,article_101018,7203828a4312,Birds,Why do many birds fly to new places in late fall?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302143_sibling_1,article_101018,9e3c9a30e3c2,Birds,"According to the passage, what happens in spring after bi...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302143_sibling_2,article_101018,c95548c8f7b2,Birds,What does the passage explain about penguins?,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302143_sibling_3,article_101018,4536db07ea43,Birds,How are birds similar to mammals according to the passage?,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302143_sibling_4,article_101018,f14bba5f1148,Birds,"Based on the passage, why might you see seagulls if you g...",73%,❌,8/11,"length_check, plausibility, specificity_balance",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,❌,✅,✅
quiz_302144,article_101018,bffed40f6484,Birds,What do birds do just before their eggs hatch?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302144_sibling_1,article_101018,b0c29c4cec07,Birds,What must happen before baby birds can eat the food their...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302144_sibling_2,article_101018,c074d6077618,Birds,"According to the passage, what happens after birds lay eg...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302144_sibling_3,article_101018,2e821a962348,Birds,What causes parent birds to fly out and find food after e...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302144_sibling_4,article_101018,6ef3924d7935,Birds,"Based on the passage, what relationship exists between ne...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302145,article_101018,087775faeb1a,Birds,"Based on the passage, what does the word 'adaptive' mean?",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302145_sibling_1,article_101018,c20965576485,Birds,"Based on the passage, what does the word 'plumage' mean?",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302145_sibling_2,article_101018,c956906f94b3,Birds,What does the word 'hatch' mean in this passage?,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302145_sibling_3,article_101018,e128f7770091,Birds,"Based on the passage, what does 'flocks' mean?",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302145_sibling_4,article_101018,edd9b2ff2386,Birds,What does the phrase 'show off' mean when the passage des...,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302146,article_101018,19eafc985a39,Birds,"In Section 2 of the passage, what is the author’s primary...",91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302146_sibling_1,article_101018,4417f55e3f8b,Birds,What is the main purpose of Section 4 in this passage?,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302146_sibling_2,article_101018,44d3a57bddd5,Birds,What is the main idea of Section 3 of the passage?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302146_sibling_3,article_101018,116e5e23721d,Birds,How does the author support the main idea that birds are...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302146_sibling_4,article_101018,4e546821677b,Birds,"Based on the entire passage, what key idea does the autho...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302151,article_101019,bb66a0773170,Mammals,What is the purpose of this passage?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302151_sibling_1,article_101019,268387e293f2,Mammals,Why does Rattenborough call mammals his favorite animal g...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302151_sibling_2,article_101019,c2080b2300a0,Mammals,"Based on the passage, what is the author's main reason fo...",82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302151_sibling_3,article_101019,1cbcbdeebc66,Mammals,How does the author help readers understand that not all...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302151_sibling_4,article_101019,aad3d813580a,Mammals,What does the author want readers to understand from the...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302152,article_101019,f500f8d540b8,Mammals,Which characteristic of mammals is demonstrated by the pl...,64%,❌,7/11,"difficulty_assessment, length_check, plausibility, standard_alignment",20260112_125710,✅,❌,✅,✅,❌,✅,❌,✅,✅,❌,✅
quiz_302152_sibling_1,article_101019,598f90962204,Mammals,Which detail from the passage shows that dolphins and wha...,73%,❌,8/11,"homogeneity, length_check, standard_alignment",20260112_125710,✅,✅,✅,❌,❌,✅,✅,✅,✅,❌,✅
quiz_302152_sibling_2,article_101019,c45ef140f4dd,Mammals,"According to the passage, what characteristic demonstrate...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302152_sibling_3,article_101019,43ed1ff40e5d,Mammals,"Based on the information in section 4, what can readers c...",73%,❌,8/11,"difficulty_assessment, passage_reference, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,❌,✅,✅,✅,❌,✅
quiz_302152_sibling_4,article_101019,dd9d85c3cce4,Mammals,What information from both section 2 and section 3 suppor...,64%,❌,7/11,"grammatical_parallel, homogeneity, plausibility, standard_alignment",20260112_125710,✅,✅,❌,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302153,article_101019,905a113b7017,Mammals,What is this article mostly about?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302153_sibling_1,article_101019,172bdca01f8a,Mammals,What is the main topic discussed throughout all sections...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302153_sibling_2,article_101019,1fefa994a616,Mammals,"According to the passage, which detail supports the main...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302153_sibling_3,article_101019,2d6c8f7a963e,Mammals,"The author describes bats, whales, and the platypus in se...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302153_sibling_4,article_101019,9347e6c478ed,Mammals,Why does the author provide information about communicati...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302154,article_101019,e1b101f0b986,Mammals,This question is connected to the next question you will...,73%,❌,8/11,"clarity_precision, passage_reference, standard_alignment",20260112_125710,❌,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅
quiz_302154_sibling_1,article_101019,1320dd780e0b,Mammals,How does the information about whale and dolphin blowhole...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302154_sibling_2,article_101019,b10ade39f1c0,Mammals,What is the relationship between the statement 'Bats have...,82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302154_sibling_3,article_101019,915d539d2f63,Mammals,"Based on sections 2 and 3, what pattern does the author u...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302154_sibling_4,article_101019,1bec030c631f,Mammals,Why does the author organize the passage by first definin...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302160,article_101020,7060f70bbdc0,Scientists Who Classify Animals,Why do zoologists group animals by whether they have a ba...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302160_sibling_1,article_101020,9c8340695cbe,Scientists Who Classify Animals,"According to the passage, what do zoologists discover whe...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302160_sibling_2,article_101020,9e717b6b5f1c,Scientists Who Classify Animals,Which detail from the passage shows that zoologists compa...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302160_sibling_3,article_101020,a3e4301ab710,Scientists Who Classify Animals,How does the passage show that fish are an important vert...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302160_sibling_4,article_101020,77b41ff1bd94,Scientists Who Classify Animals,"Based on the passage, what can readers infer about verteb...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302161,article_101020,0f50661ffe45,Scientists Who Classify Animals,What must happen before scientists can group animals into...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302161_sibling_1,article_101020,8579d1aa9823,Scientists Who Classify Animals,What must zoologists do before they can discover which an...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302161_sibling_2,article_101020,402d48457b12,Scientists Who Classify Animals,"According to the passage, what is the relationship betwee...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302161_sibling_3,article_101020,bce92b871e5c,Scientists Who Classify Animals,What must happen first before scientists can discover new...,73%,❌,8/11,"clarity_precision, difficulty_assessment, standard_alignment",20260112_125710,❌,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302161_sibling_4,article_101020,b2c0db8d7ad3,Scientists Who Classify Animals,How does the author show that animal classification is an...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
